,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE
542152,,2001,2452025.5,116,,9.0,Miscellaneous,,,,0.25,A,41.01278,-74.65278
1595529,SUNSET TRAIL (22),2012,2456024.5,98,0920,12.0,Structure,2456024.5,98.0,1053,2.0,B,26.8542,-81.4975
1241353,FY2000-TREUTLEN-056,2000,2451612.5,69,1755,3.0,Smoking,2451612.5,69.0,1755,0.25,A,32.4581,-82.4587
1164099,,2006,2453881.5,146,1502,7.0,Arson,2453881.5,146.0,1900,5.0,B,33.591707,-87.153532
1066981,CABEU003266              ,2005,2453614.5,244,,2.0,Equipment Use,,,,5.8,B,36.54111111,-121.735
1665517,COUNTY D,2013,2456468.5,176,1414,11.0,Powerline,2456468.5,176.0,1448,0.1,A,45.48173,-90.09937
601594,,2002,2452591.5,317,,13.0,Missing/Undefined,,,,5.0,B,32.39777997,-95.03528
28933,LITTLE BUCK,2008,2454647.5,182,1530,1.0,Lightning,2454651.5,186.0,1700,95.0,C,35.75138889,-82.09361111
127670,CLUSTER,2000,2451759.5,216,1440,1.0,Lightning,2451760.5,217.0,1030,0.1,A,36.43444444,-112.08555556
1203226,,2010,2455470.5,274,,5.0,Debris Burning,,,,0.07,A,34.80154742,-83.42494026
433608,,2004,2453089.5,85,,5.0,Debris Burning,,,,48.93,C,33.27112284,-82.2932373
1399185,,1994,2449502.5,150,0100,7.0,Arson,2449502.5,150.0,0645,0.7,B,33.9328,-84.2608
1794616,CRUNCH,2015,2457198.5,176,0930,9.0,Miscellaneous,2457198.5,176.0,1100,0.25,A,35.06166667,-111.69222222
1132710,STATE FIRE               ,2001,2452049.5,140,,7.0,Arson,,,,0.3,B,33.865,-117.39194444
344242,LICK,2003,2452888.5,249,1454,1.0,Lightning,2452888.5,249.0,1857,0.1,A,37.3891,-112.2091
352796,POTTER#1FP,2006,2453831.5,96,1220,11.0,Powerline,2453836.5,101.0,1730,23827.0,G,35.55,-101.7833
1675186,FY2013-BROOKS-047,2013,2456437.5,145,2152,5.0,Debris Burning,2456437.5,145.0,2333,1.3,B,30.82897222,-83.72127778
1634682,716 SOUTH D,2012,2456265.5,339,,8.0,Children,,,,0.1,A,31.851341,-103.089924
1638045,RAGIN,2013,2456527.5,235,1309,1.0,Lightning,2456527.5,235.0,1950,0.1,A,45.00138889,-117.46777778
152870,INTERSTATE,2002,2452600.5,326,1933,9.0,Miscellaneous,2452600.5,326.0,1945,0.1,A,40.88388889,-122.38333333
755268,CANYON PARK SOUTH,1992,2448815.5,194,,13.0,Missing/Undefined,,,,1.0,B,37.68547,-113.0606
1130921,DONAHUE                  ,1995,2450003.5,286,,7.0,Arson,,,,0.1,A,32.76611111,-116.90111111
1768373,FY2014-WARE-024,2014,2456726.5,69,1936,7.0,Arson,2456726.5,69.0,2009,0.25,A,31.18325278,-82.41202778
851230,,2000,2451742.5,199,,1.0,Lightning,,,,148.0,D,31.2978,-87.2697
847749,,2000,2451680.5,137,,5.0,Debris Burning,,,,1.0,B,34.0628,-86.1164
55220,,1993,2449143.5,156,1000,1.0,Lightning,2449143.5,156.0,2000,12.0,C,33.5,-108.55
1029353,2 OLD HOUSE,1998,2451115.5,302,,9.0,Miscellaneous,,,,1.0,B,36.1117,-78.8683
322949,FOR SAIL,2003,2452806.5,167,1834,1.0,Lightning,2452806.5,167.0,1905,0.1,A,39.873,-108.8137
538508,,2006,2453815.5,80,,9.0,Miscellaneous,,,,0.25,A,40.17942002,-74.12353999
336123,TEMPIUTE,2007,2454287.5,187,1616,1.0,Lightning,2454288.5,188.0,2000,276.0,D,37.733519,-115.533561
791974,,1994,2449459.5,107,1655,7.0,Arson,2449459.5,107.0,1713,0.15,A,45.74568941,-91.22797893
426885,,2004,2453064.5,60,,5.0,Debris Burning,,,,3.12,B,32.64308784,-84.78354132
63267,,1994,2449502.5,150,1600,4.0,Campfire,2449502.5,150.0,1615,0.1,A,47.16666667,-113.49
177663,MORIN,1996,2450202.5,120,1915,8.0,Children,2450202.5,120.0,1940,2.0,B,48.8375,-99.7407
872478,,1998,2450865.5,52,,5.0,Debris Burning,,,,1.6,B,32.3381,-82.1144
6417,ROCK SHOP,2006,2453737.5,2,1600,7.0,Arson,2453737.5,2.0,1800,25.0,C,34.15611111,-94.74
880278,,1999,2451271.5,93,,2.0,Equipment Use,,,,0.1,A,30.8817,-83.9358
1816315,FY2015-LUMPKIN-031,2015,2457079.5,57,1622,4.0,Campfire,2457079.5,57.0,1706,0.22,A,34.49377222,-84.10143056
259153,PERMISSION,2007,2454403.5,303,1310,5.0,Debris Burning,2454403.5,303.0,1715,32.5,C,48.815,-99.5305
1733595,SPRING CREEK 3,2014,2456797.5,140,1920,9.0,Miscellaneous,2456797.5,140.0,2000,0.1,A,40.645944,-73.837219
147334,FLAT TOP,2002,2452381.5,107,1700,1.0,Lightning,2452383.5,109.0,1400,1.5,B,37.4,-79.84166667
1141225,OAK CLIFF                ,1997,2450628.5,180,,8.0,Children,,,,0.3,B,33.54694444,-117.14388888
1538791,4101 N IH 35,2009,2455072.5,241,,9.0,Miscellaneous,,,,0.01,A,30.65498779,-97.67746598
1027859,WE FOUND IT,1998,2451129.5,316,,7.0,Arson,,,,0.2,A,34.8583,-79.5183
183899,1,1995,2449884.5,167,1530,8.0,Children,2449884.5,167.0,1615,0.5,B,47.8666,-94.9003
331381,WELL,2005,2453591.5,221,1340,1.0,Lightning,2453591.5,221.0,1530,0.8,B,45.0797,-105.0692
463091,,1998,2451015.5,202,,13.0,Missing/Undefined,,,,0.1,A,48.203106,-116.543187
1267747,,2007,2454168.5,68,1600,5.0,Debris Burning,2454168.5,68.0,1600,1.0,B,37.29289,-87.11993
831408,,2001,2451963.5,54,1437,9.0,Miscellaneous,,,,0.1,A,33.6672,-89.1069
234901,CAMPFIRE,1995,2449928.5,211,1130,4.0,Campfire,2449928.5,211.0,1300,0.1,A,37.7786,-111.6324
930127,,2002,2452334.5,60,,5.0,Debris Burning,,,,4.0,B,33.3783,-80.2278
1739526,,2014,2456836.5,179,1659,10.0,Fireworks,2456836.5,179.0,1717,1.0,B,41.8215,-103.6809
487539,,2003,2452762.5,123,,7.0,Arson,,,,400.0,E,48.8067437,-96.36286534
1121596,LIGHTNING #36            ,1992,2448795.5,174,,1.0,Lightning,,,,3.0,B,41.92305555,-122.58305555
1610343,FY2012-HENRY-019,2012,2456050.5,124,1920,8.0,Children,2456050.5,124.0,2245,8.0,B,33.35733432,-84.22063987
356125,ROADSIDE,2000,2451660.5,117,1757,7.0,Arson,2451660.5,117.0,1904,0.1,A,37.72026,-119.65133
1566948,DARK,2012,2456194.5,268,0945,1.0,Lightning,2456194.5,268.0,1630,0.1,A,38.39055556,-109.16472222
761007,,1992,2448860.5,239,,5.0,Debris Burning,,,,40.0,C,47.57161,-121.63805
1098443,SHERWOOD RD / TIMBERLINE ,2008,2454607.5,142,,9.0,Miscellaneous,,,,0.1,A,39.46694444,-123.39611111
1770592,SOUL FIRE,2014,2456834.5,177,1854,7.0,Arson,2456835.5,178.0,1900,1.0,B,34.96858333,-78.9111
36749,SAGELY,2009,2455045.5,214,0746,1.0,Lightning,2455047.5,216.0,1211,1.18,B,45.375,-118.37888889
1303624,,2007,2454326.5,226,0949,7.0,Arson,2454326.5,226.0,0949,1.1,B,43.2988889,-73.59076332
423635,,2005,2453388.5,18,,5.0,Debris Burning,,,,0.19,A,32.9104959,-82.8537819
1213251,RED LAKE 428,2010,2455508.5,312,1305,9.0,Miscellaneous,2455508.5,312.0,1320,0.1,A,47.8728,-94.9933
444325,,2007,2454419.5,319,,7.0,Arson,,,,0.11,A,31.65814523,-85.04666957
1019076,CHARLES IS BACK IN SADDLE,1996,2450137.5,55,,3.0,Smoking,,,,0.5,B,34.955,-79.7117
418174,,2003,2452723.5,84,,5.0,Debris Burning,,,,0.54,B,32.54472627,-83.41955475
309117,UNNAMED FIRE 0807,2000,2451550.5,7,1430,11.0,Powerline,2451550.5,7.0,1430,1.0,B,35.181803,-119.50865
136850,TWILIGHT,2001,2452081.5,172,1700,1.0,Lightning,2452082.5,173.0,1200,0.1,A,32.63666667,-109.825
1663426,UNKNOWN,2013,2456480.5,188,1956,9.0,Miscellaneous,2456480.5,188.0,2026,0.1,A,39.7205,-105.1424
1575009,RED LAKE 491,2012,2456194.5,268,1440,9.0,Miscellaneous,2456194.5,268.0,1510,0.1,A,47.8605,-94.8097
1607555,,2012,2456111.5,185,1305,8.0,Children,2456120.5,194.0,1400,0.25,A,39.9394779,-74.14474
1754313,LUSITANO FIRE,2014,2456747.5,90,1302,5.0,Debris Burning,2456747.5,90.0,1311,0.1,A,36.1898,-81.22521666
615880,,2005,2453729.5,359,,5.0,Debris Burning,,,,2.0,B,32.96139001,-94.52332999
940858,,1999,2451415.5,237,,5.0,Debris Burning,,,,4.0,B,36.3283,-87.8183
1296557,,2008,2454619.5,154,2058,7.0,Arson,2454619.5,154.0,2058,0.1,A,42.70866298,-73.67441597
694303,,1995,2449800.5,83,1130,2.0,Equipment Use,2449800.5,83.0,1229,2.0,B,31.94923065,-90.42635052
181436,N.ANTELOPE,1994,2449527.5,175,1407,8.0,Children,2449527.5,175.0,1550,0.1,A,43.3028,-100.6324
86796,BIG FALLS,1996,2450237.5,155,1400,4.0,Campfire,2450237.5,155.0,1900,0.1,A,36.27,-115.68166667
288904,FOOTE,2009,2455074.5,243,1227,2.0,Equipment Use,2455074.5,243.0,1452,4.0,B,45.5116,-106.82574
1767768,SUNK,2014,2456683.5,26,1435,7.0,Arson,2456683.5,26.0,1630,1.5,B,34.95651666,-79.73208333
273744,RL085,2008,2454570.5,105,2105,8.0,Children,2454570.5,105.0,2125,0.3,B,48.0203,-94.9064
951407,,2001,2452187.5,278,,9.0,Miscellaneous,,,,29.0,C,36.5833,-79.5833
1354139,,1992,2448718.5,97,,8.0,Children,,,,2.0,B,43.238273,-73.46989
1027924,APRIL LANE FIRE,1998,2451113.5,300,,9.0,Miscellaneous,,,,2.0,B,35.325,-80.2817
1763382,JAMES RUSSLE,2014,2456925.5,268,,5.0,Debris Burning,,,,0.2,A,33.1229207,-94.3742687
240944,ALDER,1999,2451465.5,287,1530,1.0,Lightning,2451469.5,291.0,1900,44.0,C,43.771713,-110.740328
533802,,2009,2454870.5,39,,9.0,Miscellaneous,,,,3.5,B,35.58333,-79.16666
1112879,,2007,2454273.5,173,,5.0,Debris Burning,,,,0.1,A,41.11888888,-121.32888888
1630047,CONTROLLED BURN,2012,2456052.5,126,,5.0,Debris Burning,,,,1.0,B,32.779517,-94.946616
1173870,,1999,2451440.5,262,2047,5.0,Debris Burning,2451440.5,262.0,2226,5.0,B,31.87606712,-90.5691772
594167,,2008,2454488.5,23,,5.0,Debris Burning,,,,411.0,E,43.5571,-103.551
901418,,1998,2450833.5,20,,7.0,Arson,,,,4.0,B,36.1111,-94.5747
1017760,,1995,2449817.5,100,,7.0,Arson,,,,0.1,A,35.2083,-81.1417
1851946,SHEPPARDS CROSSING,2015,2457252.5,230,,9.0,Miscellaneous,,,,5.0,B,32.547404,-100.972595
604670,,1992,2448878.5,257,,5.0,Debris Burning,,,,2.0,B,30.05784,-96.90625
506664,,2000,2451644.5,101,,7.0,Arson,,,,13.5,C,45.04167787,-93.46397745
1342733,,2005,2453550.5,180,1321,9.0,Miscellaneous,2453550.5,180.0,1321,0.1,A,41.04158146,-71.94667464
368262,ENTRANCE,2004,2453105.5,101,0115,7.0,Arson,2453105.5,101.0,0145,0.1,A,30.44666667,-88.665
1209744,,2010,2455262.5,66,,9.0,Miscellaneous,,,,1.0,B,37.641,-78.50305556
420081,,2003,2452992.5,353,,7.0,Arson,,,,5.1,B,33.11934517,-82.12367218
1710092,,2006,2453764.5,29,,13.0,Missing/Undefined,,,,0.25,A,18.101801,-67.129494
1065015,BLACK ROCK,2000,2451767.5,224,1600,4.0,Campfire,2451767.5,224.0,2200,8.0,B,44.9615,-120.4978
1344500,,2002,2452335.5,61,1509,9.0,Miscellaneous,2452335.5,61.0,1509,3.0,B,42.30115036,-73.59939578
1634346,500 BLK. OF LONGHORN TRAIL,2012,2456234.5,308,,9.0,Miscellaneous,,,,0.1,A,30.167107,-97.073698
941326,,1999,2451478.5,300,,5.0,Debris Burning,,,,2.2,B,35.82,-87.2517
168339,WHITE,2004,2453269.5,265,1600,4.0,Campfire,2453269.5,265.0,1800,0.1,A,41.94888889,-123.08055556
1415559,,1994,2449368.5,16,1150,4.0,Campfire,2449368.5,16.0,1205,0.08,A,31.8068,-82.5987
359846,T24D NO2,1994,2449585.5,233,1500,2.0,Equipment Use,,,,0.8,B,28.6047222,-80.7522222
1193108,,2010,2455298.5,102,,9.0,Miscellaneous,,,,1.03,B,41.36310813,-73.76095386
1445477,,2002,2452379.5,105,,2.0,Equipment Use,,,,0.75,B,44.337273,-90.626676
1183872,,2010,2455434.5,238,,1.0,Lightning,,,,0.1,A,44.19681227,-116.1231326
288998,RIDGE,2001,2452021.5,112,1757,5.0,Debris Burning,2452021.5,112.0,2300,5.0,B,48.2472,-109.8508
1498937,,2011,2455725.5,164,1800,2.0,Equipment Use,,,,25.0,C,36.68138889,-76.23138889
1114021,PFE RD  PCF100           ,2010,2455382.5,186,,9.0,Miscellaneous,,,,0.1,A,38.72888888,-121.39
578014,,2007,2454215.5,115,,9.0,Miscellaneous,,,,1.5,B,34.84663001,-82.61229998
928621,,2002,2452358.5,84,,3.0,Smoking,,,,1.0,B,33.6286,-79.7067
1234004,MESCAL,2007,2454180.5,80,0601,9.0,Miscellaneous,2454180.5,80.0,0601,0.75,B,31.9698,-110.4587
829163,,2000,2451696.5,153,,9.0,Miscellaneous,,,,0.1,A,30.3933,-89.3167
1635555,PATRICK CREEK,2013,2456424.5,132,1820,4.0,Campfire,2456424.5,132.0,1955,0.01,A,48.08083333,-114.32833333
1274925,OTSEGO 14,2007,2454253.5,153,2100,4.0,Campfire,2454253.5,153.0,,3.1,B,45.18,-84.44
188372,6CH,1994,2449593.5,241,0800,3.0,Smoking,2449593.5,241.0,1830,10.0,C,44.7998,-121.2345
1661762,UNKNOWN,2013,2456490.5,198,2041,9.0,Miscellaneous,2456490.5,198.0,2111,0.1,A,40.3752,-105.5163
471350,,2006,2453827.5,92,,13.0,Missing/Undefined,,,,5.0,B,37.51495997,-82.76730002
990971,,2001,2452270.5,361,,6.0,Railroad,,,,5.0,B,30.6153,-84.5394
577844,WALKER WOODS,2007,2454240.5,140,,9.0,Miscellaneous,,,,103.0,D,33.75,-78.9
84617,,1995,2449834.5,117,1230,4.0,Campfire,2449834.5,117.0,1930,2.0,B,58.10833333,-135.44166667
253624,MS1707,2003,2452761.5,122,1900,7.0,Arson,2452761.5,122.0,1930,1.0,B,47.9897,-98.881
683311,,1994,2449355.5,3,,4.0,Campfire,,,,0.1,A,37.26223,-105.92058
285630,GARRET,2004,2453183.5,179,1626,10.0,Fireworks,2453183.5,179.0,1638,0.1,A,45.5991,-107.4654
1473754,,2011,2455591.5,30,1630,5.0,Debris Burning,2455591.5,30.0,1647,1.0,B,34.528358,-80.034676
378750,,2007,2454256.5,156,,5.0,Debris Burning,,,,0.3,B,61.5,-149.9167
323191,ACE,2004,2453172.5,168,1048,1.0,Lightning,2453172.5,168.0,1330,0.1,A,40.9291,-108.2656
1403303,,1995,2449920.5,203,1731,3.0,Smoking,2449920.5,203.0,1825,0.45,B,32.3384,-83.3072
1367030,,2010,2455477.5,281,,9.0,Miscellaneous,2455477.5,281.0,,0.5,B,31.538658,-85.98498
826054,,2000,2451759.5,216,1659,9.0,Miscellaneous,,,,3.0,B,34.6947,-89.7375
1689871,,2013,2456403.5,111,1419,8.0,Children,2456403.5,111.0,1500,1.0,B,43.132111,-108.481111
1485439,FY2011-ELBERT-023,2011,2455720.5,159,1937,7.0,Arson,2455720.5,159.0,2112,0.13,A,34.1669412,-82.93949794
641326,,2008,2454495.5,30,,9.0,Miscellaneous,,,,1000.0,F,31.56938,-99.3909
1221267,MS0    1010-4230319006,2010,2455274.5,78,1600,13.0,Missing/Undefined,,,,21.0,C,30.493009,-89.390104
1048687,SUNDAY WILDLIFE FIRE,2002,2452399.5,125,,2.0,Equipment Use,,,,15.0,C,35.0667,-79.6667
1110159,SCHLAF                   ,2005,2453544.5,174,,2.0,Equipment Use,,,,0.3,B,39.61805555,-121.67888888
645342,,2008,2454510.5,45,,9.0,Miscellaneous,,,,120.0,D,34.34151,-101.0085
360898,UNIT A-7,1996,2450153.5,71,1335,7.0,Arson,2450153.5,71.0,1500,13.0,C,38.43056,-76.14344
1401169,,1997,2450711.5,263,1420,5.0,Debris Burning,2450711.5,263.0,1520,0.55,B,33.1954,-83.2159
721905,HERMITS,1994,2449506.5,154,,13.0,Missing/Undefined,,,,0.1,A,35.58527755,-105.3730545
1191951,,2010,2455275.5,79,,9.0,Miscellaneous,,,,0.1,A,41.054044,-73.73381305
229460,WILLARD,1994,2449578.5,226,1419,1.0,Lightning,2449578.5,226.0,1515,1.0,B,37.2,-114.1175
617672,,2006,2453826.5,91,,5.0,Debris Burning,,,,2.0,B,30.32415,-95.37764999
1428654,SMOKE IN THE BUILDING,2010,2455553.5,357,1400,5.0,Debris Burning,2455553.5,357.0,1430,0.5,B,34.92316666,-79.77616666
1164921,,2006,2453915.5,180,1430,5.0,Debris Burning,2453915.5,180.0,1709,0.5,B,33.6054,-87.084037
354762,GK06-04,2006,2453817.5,82,1740,9.0,Miscellaneous,2453817.5,82.0,1800,0.4,B,40.548499,-74.114336
756726,BLACK ROCK FIRE,1995,2449946.5,229,,13.0,Missing/Undefined,2449951.5,234.0,,20.0,C,40.71799,-112.22827
1635795,JOHNSON,2013,2456539.5,247,1830,1.0,Lightning,2456552.5,260.0,1530,0.1,A,45.11805556,-115.56722222
1076000,OAK                      ,2005,2453533.5,163,,9.0,Miscellaneous,,,,0.1,A,37.33694444,-119.64388888
1575368,START 1,2012,2456112.5,186,2203,10.0,Fireworks,2456112.5,186.0,2217,0.1,A,45.585,-107.4548
438513,,2006,2453806.5,71,,5.0,Debris Burning,,,,15.88,C,33.35757176,-83.62224205
197612,ON CALL,1998,2451090.5,277,0930,1.0,Lightning,2451090.5,277.0,1230,0.1,A,36.7356,-107.0037
496854,,2007,2454417.5,317,,5.0,Debris Burning,,,,0.5,B,46.74167494,-95.09337025
530901,,2008,2454551.5,86,,13.0,Missing/Undefined,,,,0.2,A,35.19059,-81.47322
245170,HOT SPRING,1995,2449903.5,186,1100,4.0,Campfire,2449903.5,186.0,1619,0.1,A,47.97759,-123.69352
1693607,GRASS/RR NEAR MP 166,2013,2456459.5,167,,6.0,Railroad,,,,1.0,B,31.04803,-104.25339
289204,KIDZ,2005,2453493.5,123,1800,7.0,Arson,2453493.5,123.0,1819,0.5,B,48.2922,-109.8583
759514,DOAK,2003,2452843.5,204,,1.0,Lightning,2452844.5,205.0,,3.0,B,42.32117,-121.94977
748692,CEDAR KNOLL,1997,2450718.5,270,,2.0,Equipment Use,2450718.5,270.0,,0.1,A,42.2751,-120.50501
248086,STATE 223,2006,2453794.5,59,0500,7.0,Arson,2453794.5,59.0,0735,25.0,C,35.7453,-95.0475
944030,,2002,2452449.5,175,,2.0,Equipment Use,,,,7.0,B,36.55,-76.9667
755003,MAIN CANYON,1996,2450269.5,187,,13.0,Missing/Undefined,2450269.5,187.0,,1.0,B,40.36891,-111.40466
1142529,STATE FIRE               ,1999,2451426.5,248,,2.0,Equipment Use,,,,0.1,A,33.99694444,-117.40888888
1695202,2013-095,2013,2456483.5,191,,5.0,Debris Burning,,,,50.0,C,31.0729608,-96.9785993
539377,,2005,2453474.5,104,,9.0,Miscellaneous,,,,14.0,C,40.57984998,-74.31813999
985957,,2001,2451974.5,65,,6.0,Railroad,,,,30.0,C,27.3889,-80.4403
1501300,,2011,2455848.5,287,1325,9.0,Miscellaneous,2455848.5,287.0,1745,37.0,C,33.28085,-93.41848
1263142,,2006,2453757.5,22,1327,13.0,Missing/Undefined,2453757.5,22.0,,0.1,A,42.1676557,-95.5106863
852805,,2000,2451590.5,47,,5.0,Debris Burning,,,,4.0,B,30.4361,-88.3181
1491502,FY2011-LAURENS-144,2011,2455605.5,44,1533,7.0,Arson,2455605.5,44.0,1745,1.11,B,32.43895034,-83.10111319
808364,,2003,2452999.5,360,,5.0,Debris Burning,,,,1.0,B,31.8181,-88.5178
1768639,FY2014-CHATTOOGA-033,2014,2456736.5,79,1720,7.0,Arson,2456736.5,79.0,1845,3.6,B,34.44019167,-85.41034444
1280138,SANDIA SPRINGS,2009,2454986.5,155,1529,7.0,Arson,2454986.5,155.0,1529,0.1,A,35.1078,-106.3723
635499,,2006,2453983.5,248,,5.0,Debris Burning,,,,1.0,B,32.15730999,-98.10708
206085,SI,1992,2448796.5,175,1110,7.0,Arson,2448796.5,175.0,1315,10.0,C,33.3334,-110.4507
831855,,2001,2451993.5,84,1225,5.0,Debris Burning,,,,60.0,C,34.2242,-89.1883
268812,03-0000031,2003,2452722.5,83,1415,9.0,Miscellaneous,2452722.5,83.0,1500,2.0,B,41.9575,-92.6202
1315701,BROOKHAVEN RD./TYRONE RD.,2003,2452722.5,83,1713,5.0,Debris Burning,2452722.5,83.0,1713,1.0,B,39.60982712,-79.88433241
246596,CEMETERY,1999,2451200.5,22,1000,1.0,Lightning,2451201.5,23.0,1700,0.1,A,32.3735,-90.8709
1535617,2878 IBERIS RD,2009,2454988.5,157,,1.0,Lightning,,,,1.0,B,32.33539255,-99.76559285
793632,,1992,2448782.5,161,1514,4.0,Campfire,2448782.5,161.0,1616,1.7,B,44.84218574,-88.66993869
1646096,LEFT HAND,2013,2456379.5,87,2100,9.0,Miscellaneous,2456379.5,87.0,2228,1.0,B,45.2455,-107.3848
96964,NO CALL,1997,2450498.5,50,2230,7.0,Arson,2450498.5,50.0,2245,0.1,A,38.475,-79.06666667
1570368,FLORIDA,2012,2456112.5,186,0800,2.0,Equipment Use,2456112.5,186.0,1300,2.0,B,35.82583333,-93.58333333
215320,MELONES 8,1999,2451400.5,222,1440,11.0,Powerline,2451400.5,222.0,1452,0.1,A,38.0113,-120.571111
1446761,,2000,2451642.5,99,,5.0,Debris Burning,,,,0.01,A,44.915338,-88.938419
517324,,2006,2453780.5,45,,2.0,Equipment Use,,,,0.1,A,35.66149999,-80.65224002
728319,,1996,2450224.5,142,,13.0,Missing/Undefined,2450224.5,142.0,,0.8,B,33.05833333,-81.275
1430348,,1994,2449430.5,78,1430,3.0,Smoking,,,,0.5,B,32.62992,-86.25685
741412,,1993,2449131.5,144,,13.0,Missing/Undefined,2449131.5,144.0,1201,1.0,B,33.4125,-79.4875
1439009,,1996,2450138.5,56,1100,4.0,Campfire,,,,0.3,B,32.34298,-87.80349
551417,,1996,2450261.5,179,,7.0,Arson,,,,0.25,A,39.625,-74.3375
1128329,HIGHWAY                  ,1999,2451473.5,295,,9.0,Miscellaneous,,,,0.3,B,34.23,-117.40888888
838181,,1997,2450695.5,247,,7.0,Arson,,,,0.5,B,32.6828,-86.8381
983655,,1999,2451238.5,60,,9.0,Miscellaneous,,,,6.0,B,26.97,-81.24
1199973,,2010,2455472.5,276,,2.0,Equipment Use,,,,2.2,B,43.85974,-89.73234
1553721,GRASS FIRE,2011,2455664.5,103,,5.0,Debris Burning,,,,1.0,B,31.560718,-102.8986453
187150,DEERSPGS03,1996,2450321.5,239,0900,1.0,Lightning,2450321.5,239.0,1112,0.1,A,35.85,-109.1673
633655,,2006,2453903.5,168,,1.0,Lightning,,,,5.0,B,33.67084,-97.29403998
1511813,,2011,2455916.5,355,1205,5.0,Debris Burning,,,,0.01,A,37.590865,-122.047374
1852262,CHISOLM TR,2015,2457257.5,235,,9.0,Miscellaneous,,,,0.01,A,32.6797278,-97.410788
117626,MOTORHOME,1999,2451441.5,263,1105,9.0,Miscellaneous,2451441.5,263.0,1400,0.3,B,41.06805556,-122.35111111
1265093,,2008,2454831.5,366,1200,2.0,Equipment Use,2454831.5,366.0,1200,5.0,B,37.409,-87.5408
1758664,IDIOTS,2014,2456868.5,211,1435,5.0,Debris Burning,2456868.5,211.0,1530,0.01,A,43.58194,-121.5275
1304523,,2007,2454253.5,153,1428,9.0,Miscellaneous,2454253.5,153.0,1428,0.1,A,41.76658162,-75.05847125
399920,,2003,2452960.5,321,,5.0,Debris Burning,,,,2.0,B,30.47639001,-85.96749998
985178,,2002,2452407.5,133,,9.0,Miscellaneous,,,,0.5,B,30.2994,-82.8492
855123,,2001,2451914.5,5,,2.0,Equipment Use,,,,0.6,B,32.4383,-86.3514
566803,,2006,2453738.5,3,,13.0,Missing/Undefined,,,,0.1,A,34.04423506,-94.56935209
1666958,,2013,2456394.5,102,,5.0,Debris Burning,,,,5.0,B,41.439209,-91.966077
1450065,,1998,2450937.5,124,,4.0,Campfire,,,,0.09,A,46.498301,-90.448107
1756327,PLEASANT HILL,2014,2456767.5,110,1613,5.0,Debris Burning,2456767.5,110.0,1709,1.0,B,40.55507,-80.4424
925415,,2001,2451979.5,70,,3.0,Smoking,,,,2.0,B,33.4272,-80.465
1025879,BUMP,1997,2450546.5,98,,7.0,Arson,,,,0.1,A,35.8117,-81.455
1232937,SULLIVAN BUTTE,2001,2452125.5,216,1504,1.0,Lightning,,,,0.1,A,34.8547,-112.5794
297994,JACKSON AV,2006,2453774.5,39,1551,7.0,Arson,2453774.5,39.0,1730,0.1,A,33.7945,-110.0298
655847,,2008,2454727.5,262,,5.0,Debris Burning,,,,0.5,B,32.2395,-95.81587
589243,,2005,2453381.5,11,,2.0,Equipment Use,,,,0.1,A,33.24999998,-80.73333
22474,BUCK CREEK,2007,2454320.5,220,0800,1.0,Lightning,2454321.5,221.0,0900,0.1,A,47.52972222,-113.61638889
1401373,,1997,2450560.5,112,1400,3.0,Smoking,2450560.5,112.0,1440,0.54,B,32.8006,-81.5643
517782,,2006,2453825.5,90,,8.0,Children,,,,1.0,B,36.52171001,-80.5793
676650,,2005,2453467.5,97,,6.0,Railroad,,,,0.02,A,46.58518451,-92.17877945
760583,MARY CLARK,2004,2453212.5,208,,9.0,Miscellaneous,,,,0.1,A,48.051697,-124.27313
1813614,POWELL CEMETERY,2015,2457297.5,275,,2.0,Equipment Use,,,,1.0,B,32.386775,-97.895007
1380931,,1996,2450318.5,236,1400,5.0,Debris Burning,2450318.5,236.0,1457,5.26,B,32.8188,-84.7272
1101706,CHALK                    ,2004,2453157.5,153,,2.0,Equipment Use,,,,0.3,B,38.555,-122.77
948042,,1999,2451245.5,67,,9.0,Miscellaneous,,,,4.0,B,37.81,-77.9917
1244328,FY2001-COOK-003,2000,2451768.5,225,1427,5.0,Debris Burning,2451768.5,225.0,1427,0.99,B,31.1899,-83.396
1331571,,2003,2452808.5,169,1302,9.0,Miscellaneous,2452808.5,169.0,1302,0.1,A,43.20793254,-77.67170216
793531,,1996,2450210.5,128,1527,5.0,Debris Burning,2450210.5,128.0,1559,1.1,B,44.92280067,-89.05020763
1717348,,2009,2455051.5,220,,13.0,Missing/Undefined,,,,5.0,B,18.01667,-66.451408
1524160,LIVINGSTON - 448,2010,2455499.5,303,1431,7.0,Arson,2455499.5,303.0,1534,1.0,B,31.17013225,-94.41288861
225032,PATTERSON,1997,2450627.5,179,1616,1.0,Lightning,2450627.5,179.0,1750,0.1,A,44.5188,-113.8345
1152928,,2008,2454493.5,28,1330,7.0,Arson,2454493.5,28.0,1521,12.0,C,32.313916,-85.546502
746262,,1992,2448721.5,100,,13.0,Missing/Undefined,2448721.5,100.0,,0.5,B,33.40833333,-80.44166667
